,year,roll_number,congress,session,chamber,bill,vote_question,vote_type,date,time,vote_result,description,yea,nay,not_voting
87,1990,87,101,2,Senate,S. 135,"On the Motion to Table S.Amdt. 1609: Motion To Table S.Amdt. 1609; To provide limitations on the political activities of certain employees of intelligence and law enforcement agencies, and for other purposes.",1/2,10/5/1990,03:17PM,Motion to Table Agreed to,"To provide limitations on the political activities of certain employees of intelligence and law enforcement agencies, and for other purposes.",58,39,2
88,1990,88,101,2,Senate,S. 135,"On the Amendment S.Amdt. 1596: Dole Amdt. No. 1596; To provide limitations on the political activities of certain employees of the Federal Election Commission, and for other purposes.",1/2,10/5/1990,03:39PM,Amendment Agreed to,"To provide limitations on the political activities of certain employees of the Federal Election Commission, and for other purposes.",97,0,2
89,1990,89,101,2,Senate,S. 135,"On the Amendment S.Amdt. 1612: Glenn Amdt. No. 1612; To limit the permissible solicitation for participation in political activities by Federal employees, and for other purposes.",1/2,10/5/1990,04:04PM,Amendment Agreed to,"To limit the permissible solicitation for participation in political activities by Federal employees, and for other purposes.",97,0,2
90,1990,90,101,2,Senate,H.R. 20,"On Passage of the Bill: H.R. 20; A bill to amend title 5, United States Code, to restore Federal civilian employees their right to participate voluntarily, as private citizens, in the political processes of the Nation, to protect such employees from improper political solicitations, and for other purposes.",1/2,10/5/1990,04:23PM,Bill Passed,"A bill to amend title 5, United States Code, to restore Federal civilian employees their right to participate voluntarily, as private citizens, in the political processes of the Nation, to protect such employees from improper political solicitations, and for other purposes.",67,30,2
91,1990,91,101,2,Senate,S. 2240,"On the Cloture Motion: Motion To Invoke Cloture On S.2240; A bill to amend the Public Health Service Act to provide grants to improve the quality and availability of care for individuals and families with HIV disease, and for other purposes.",3/5,15/5/1990,10:01AM,Cloture Motion Agreed to,"A bill to amend the Public Health Service Act to provide grants to improve the quality and availability of care for individuals and families with HIV disease, and for other purposes.",95,3,1
92,1990,92,101,2,Senate,S. 2240,On the Amendment S.Amdt. 1616: Wallop Amdt. No. 1616; To amend title II to allow the use of funds for chronic illnesses in States with fewer than 100 aids cases.,1/2,15/5/1990,04:44PM,Amendment Rejected,To amend title II to allow the use of funds for chronic illnesses in States with fewer than 100 aids cases.,33,65,1
93,1990,93,101,2,Senate,S. 2240,On the Amendment S.Amdt. 1624: Helms Amdt. No. 1624; To prohibit the use of funds made available under this Act for the distribution of needles or bleach for cleaning needles.,1/2,16/5/1990,12:18PM,Amendment Rejected,To prohibit the use of funds made available under this Act for the distribution of needles or bleach for cleaning needles.,28,70,2
94,1990,94,101,2,Senate,S. 2240,On the Amendment S.Amdt. 1625: Kennedy Amdt. No. 1625; To prohibit the use of funds for needle distribution programs.,1/2,16/5/1990,12:44PM,Amendment Agreed to,To prohibit the use of funds for needle distribution programs.,98,0,2
95,1990,95,101,2,Senate,S. 2240,"On the Amendment S.Amdt. 1626: Helms Amdt. No. 1626; To make it unlawful for any individual to knowingly donate, or sell, or to attempt to donate or sell blood, semen, tissues, organs, or other bodily fluids under certain circumstances.",1/2,16/5/1990,03:08PM,Amendment Rejected,"To make it unlawful for any individual to knowingly donate, or sell, or to attempt to donate or sell blood, semen, tissues, organs, or other bodily fluids under certain circumstances.",47,52,1
96,1990,96,101,2,Senate,S. 2240,On the Amendment S.Amdt. 1627: Kennedy Amdt. No. 1627; To condition the receipt of grants on the provision of assurances by State officials that State laws are adequate to protected donated blood.,1/2,16/5/1990,03:33PM,Amendment Agreed to,To condition the receipt of grants on the provision of assurances by State officials that State laws are adequate to protected donated blood.,99,0,1
97,1990,97,101,2,Senate,S. 2240,"On Passage of the Bill: Final Passage - S.2240; A bill to amend the Public Health Service Act to provide grants to improve the quality and availability of care for individuals and families with HIV disease, and for other purposes.",1/2,16/5/1990,05:47PM,Bill Passed,"A bill to amend the Public Health Service Act to provide grants to improve the quality and availability of care for individuals and families with HIV disease, and for other purposes.",95,4,1
98,1990,98,101,2,Senate,S. 195,On the Amendment S.Amdt. 1638: Heinz Amdt. No. 1638; To establish a policy for the negotiation of multilateral controls on the proliferation of chemical or biological weapons and for other purposes.,1/2,17/5/1990,05:25PM,Amendment Agreed to,To establish a policy for the negotiation of multilateral controls on the proliferation of chemical or biological weapons and for other purposes.,96,0,4
99,1990,99,101,2,Senate,S. 195,On the Motion to Table S.Amdt. 1648: Motion To Table S.Amdt. 1648; Expressing the Sense of the Senate concerning the U.S. capability to monitor verify any treaty which covers mobile missile systems.,1/2,17/5/1990,07:18PM,Motion to Table Agreed to,Expressing the Sense of the Senate concerning the U.S. capability to monitor verify any treaty which covers mobile missile systems.,56,39,5
100,1990,100,101,2,Senate,S. 195,"On the Cloture Motion: Motion To Invoke Cloture On S.195; A bill entitled the ""Chemical and Biological Weapons Control Act of 1989"".",3/5,17/5/1990,08:11PM,Cloture Motion Agreed to,"A bill entitled the ""Chemical and Biological Weapons Control Act of 1989"".",87,4,9
101,1990,101,101,2,Senate,H.R. 3033,"On Passage of the Bill: Final Passage - H.R. 3033; A bill to control the export, to countries pursuing or expanding the ability to produce or deliver chemical or biological weapons, of items that would assist such countries in acquiring such ability, to impose sanctions against companies which have aided in the proliferation of chemical or biolgical weapons, to provide for sanctions against countries which use or prepare to use chemical or biological weapons in violation of international law, and for other purposes.",1/2,17/5/1990,10:49PM,Bill Passed,"A bill to control the export, to countries pursuing or expanding the ability to produce or deliver chemical or biological weapons, of items that would assist such countries in acquiring such ability, to impose sanctions against companies which have aided in the proliferation of chemical or biolgical weapons, to provide for sanctions against countries which use or prepare to use chemical or biological weapons in violation of international law, and for other purposes.",92,0,8
102,1990,102,101,2,Senate,S. 1970,On the Motion to Table S.Amdt. 1676: Motion To Table S.Amdt. 1676; To define the term assault weapon and to ban the sale of large-capacity magazines.,1/2,22/5/1990,06:19PM,Motion to Table Agreed to,To define the term assault weapon and to ban the sale of large-capacity magazines.,82,17,1
103,1990,103,101,2,Senate,S. 1970,On the Amendment S.Amdt. 1681: Hatch Amdt. No. 1681; To strike the gun provisions.,1/2,23/5/1990,10:36AM,Amendment Rejected,To strike the gun provisions.,48,52,
104,1990,104,101,2,Senate,S. 1970,On the Motion to Reconsider S.Amdt. 1681: Motion To Reconsider Vote No. 103; To strike the gun provisions.,1/2,23/5/1990,01:31PM,Motion to Reconsider Rejected,To strike the gun provisions.,49,50,1
105,1990,105,101,2,Senate,S. 1970,On the Amendment S.Amdt. 1687: Thurmond Amdt. No. 1687; To amend title 28 of the United States Code to provide special habeas corpus procedures in capital cases.,1/2,23/5/1990,07:21PM,Amendment Rejected,To amend title 28 of the United States Code to provide special habeas corpus procedures in capital cases.,47,50,3
106,1990,106,101,2,Senate,S. 1970,On the Motion to Reconsider S.Amdt. 1687: Motion To Reconsider; To amend title 28 of the United States Code to provide special habeas corpus procedures in capital cases.,1/2,24/5/1990,10:00AM,Motion to Reconsider Agreed to,To amend title 28 of the United States Code to provide special habeas corpus procedures in capital cases.,52,46,2
107,1990,107,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 1690: Thurmond Amdt. No.1690; To add a ""right vs. wrong"" standard to the term mentally retarded.",1/2,24/5/1990,11:03AM,Amendment Rejected,"To add a ""right vs. wrong"" standard to the term mentally retarded.",38,59,
108,1990,108,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 1694: Graham Amdt. No. 1694; To strike section 107 of title I, to prohibit the imposition or the carrying out of the death penalty in a racially discriminatory pattern.",1/2,24/5/1990,02:16PM,Amendment Agreed to,"To strike section 107 of title I, to prohibit the imposition or the carrying out of the death penalty in a racially discriminatory pattern.",58,38,
109,1990,109,101,2,Senate,S. 1970,"On the Cloture Motion: Motion To Invoke Cloture On S. 1970; A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",3/5,5/6/1990,02:30PM,Cloture Motion Rejected,"A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",54,37,9
110,1990,110,101,2,Senate,S. 933,On the Motion to Table: Motion To Table Helms Motion To Instruct Conferees; A bill to establish a clear and comprehensive prohibition of discrimination on the basis of disability.,1/2,6/6/1990,01:47PM,Motion to Table Failed,A bill to establish a clear and comprehensive prohibition of discrimination on the basis of disability.,40,53,7
111,1990,111,101,2,Senate,S. 341,On the Motion S.Amdt. 1995: Motion To Waive Budget Act; To grant authority for a Presidential line item veto.,3/5,6/6/1990,06:44PM,Motion Rejected,To grant authority for a Presidential line item veto.,43,50,7
112,1990,112,101,2,Senate,S. 1970,"On the Cloture Motion: Motion To Invoke Cloture On S.1970; A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",3/5,7/6/1990,10:31AM,Cloture Motion Rejected,"A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",57,37,6
113,1990,113,101,2,Senate,S. 1875,On Passage of the Bill: S. 1875; A bill to redesignate the Calamus Dam and Reservoir authorized under the Reclamation Project Authorization Act of 1972 as the Virginia Smith Dam and Calamus Lake Recreation Area.,1/2,12/6/1990,09:11AM,Bill Passed,A bill to redesignate the Calamus Dam and Reservoir authorized under the Reclamation Project Authorization Act of 1972 as the Virginia Smith Dam and Calamus Lake Recreation Area.,97,1,2
114,1990,114,101,2,Senate,S. 341,On the Cloture Motion: Motion To Invoke Cloture On S.341; A bill to amend the Federal Aviation Act of 1958 to prohibit discrimination against blind individuals in air travel.,3/5,12/6/1990,06:01PM,Cloture Motion Rejected,A bill to amend the Federal Aviation Act of 1958 to prohibit discrimination against blind individuals in air travel.,56,44,
115,1990,115,101,2,Senate,H.R. 2364,"On Overriding the Veto: Veto Override; A bill to amend the Rail Passenger Service Act to authorize appropriations for the National Railroad Passenger Corporation, and for other purposes.",2/3,12/6/1990,06:22PM,Veto Sustained,"A bill to amend the Rail Passenger Service Act to authorize appropriations for the National Railroad Passenger Corporation, and for other purposes.",64,36,
116,1990,116,101,2,Senate,H.R. 987,"On Passage of the Bill: H. R. 987; An Act to amend the Alaska National Interest Lands Conservation Act, to protect certain lands in the Tongass National Forest in perpetuity, to modify certain long-term timber contracts, to provide for protection of riparian habitat, and for other purposes.",1/2,13/6/1990,02:01PM,Bill Passed,"An Act to amend the Alaska National Interest Lands Conservation Act, to protect certain lands in the Tongass National Forest in perpetuity, to modify certain long-term timber contracts, to provide for protection of riparian habitat, and for other purposes.",99,0,1
117,1990,117,101,2,Senate,S. 566,On the Amendment S.Amdt. 2024: Heinz Amdt. No. 2024; In the nature of a substitute.,1/2,19/6/1990,12:02PM,Amendment Agreed to,In the nature of a substitute.,96,2,2
118,1990,118,101,2,Senate,S. 566,On the Amendment S.Amdt. 2033: S.Amdt. 2033  Agreed To; To authorize the Secretary of Transportation to make grants to the States for acquiring video equipment to be used in detecting and prosecuting persons driving under the influence of alcohol or a controlled substance.,1/2,19/6/1990,06:19PM,Amendment Agreed to,To authorize the Secretary of Transportation to make grants to the States for acquiring video equipment to be used in detecting and prosecuting persons driving under the influence of alcohol or a controlled substance.,100,0,
119,1990,119,101,2,Senate,S. 566,"On the Amendment S.Amdt. 2038: Kennedy Amdt. No. 2038; To combat homelessness and dependency through the establishment of housing-based family support centers, through the provision of housing-based services to frail elderly individuals and individuals with chronic and debilitating illnesses and conditions, through the provision of residence-based outpatient mental health and substance abuse services, and through the use of grants for the improvement of community development corporations.",1/2,20/6/1990,11:25AM,Amendment Agreed to,"To combat homelessness and dependency through the establishment of housing-based family support centers, through the provision of housing-based services to frail elderly individuals and individuals with chronic and debilitating illnesses and conditions, through the provision of residence-based outpatient mental health and substance abuse services, and through the use of grants for the improvement of community development corporations.",89,11,
120,1990,120,101,2,Senate,S. 566,On the Motion to Table S.Amdt. 2045: Motion To Table S.Amdt. 2045; To provide a resident worker program for tenants of public housing and tenants who receive rental assistance.,1/2,20/6/1990,03:21PM,Motion to Table Agreed to,To provide a resident worker program for tenants of public housing and tenants who receive rental assistance.,61,38,1
121,1990,121,101,2,Senate,H.R. 20,"On Overriding the Veto: Shall The Bill Pass; A bill to amend title 5, United States Code, to restore Federal civilian employees their right to participate voluntarily, as private citizens, in the political processes of the Nation, to protect such employees from improper political solicitations, and for other purposes.",2/3,21/6/1990,11:32AM,Veto Sustained,"A bill to amend title 5, United States Code, to restore Federal civilian employees their right to participate voluntarily, as private citizens, in the political processes of the Nation, to protect such employees from improper political solicitations, and for other purposes.",65,35,
122,1990,122,101,2,Senate,S. 566,"On the Motion to Table S.Amdt. 2052: Motion To Table Chafee Amdt. No. 2052; To improve the availability and affordability of low-income housing by encouraging increased competition for United States Department of Housing and Urban Development contracts and providing more cost-effective construction, alteration, rehabilitations, and repair of Federal housing projects and developments.",1/2,21/6/1990,02:18PM,Motion to Table Agreed to,"To improve the availability and affordability of low-income housing by encouraging increased competition for United States Department of Housing and Urban Development contracts and providing more cost-effective construction, alteration, rehabilitations, and repair of Federal housing projects and developments.",59,39,2
123,1990,123,101,2,Senate,S. 566,On the Motion to Table S.Amdt. 2053: Motion To Table S.Amdt. 2053; To permit HOP funds to be used for rental assistance.,1/2,21/6/1990,04:44PM,Motion to Table Agreed to,To permit HOP funds to be used for rental assistance.,52,45,3
124,1990,124,101,2,Senate,S. 566,"On the Motion for Attendance: Motion To Instruct; A bill to authorize a new corporation to support State and local stategies for achieving more affordable housing, to increase homeownership, and for other purposes.",1/2,22/6/1990,09:37AM,Motion for Attendance Agreed to,"A bill to authorize a new corporation to support State and local stategies for achieving more affordable housing, to increase homeownership, and for other purposes.",76,15,9
125,1990,125,101,2,Senate,S.J.Res. 332,On the Point of Order S.Amdt. 2066: Point Of Order; To prohibit the desecration of the Flag of the United States in a manner that is likely to lead to a breach of the peace.,1/2,26/6/1990,03:05PM,Point of Order Sustained,To prohibit the desecration of the Flag of the United States in a manner that is likely to lead to a breach of the peace.,51,48,
126,1990,126,101,2,Senate,S.J.Res. 332,On the Amendment S.Amdt. 2067: Helms Amdt. No. 2067; To restore the American Flag to its place of honor as the symbol of the United States of America.,1/2,26/6/1990,04:17PM,Amendment Rejected,To restore the American Flag to its place of honor as the symbol of the United States of America.,10,90,
127,1990,127,101,2,Senate,S.J.Res. 332,On the Amendment S.Amdt. 2068: Biden Amdt. No. 2068; Proposing an amendment to the Constitution authorizing Congress to protect the physical integrity of the Flag of the United States.,1/2,26/6/1990,06:09PM,Amendment Rejected,Proposing an amendment to the Constitution authorizing Congress to protect the physical integrity of the Flag of the United States.,7,93,
128,1990,128,101,2,Senate,S.J.Res. 332,On the Joint Resolution: Const Amdt. - S.J.Res.332; A joint resolution proposing an amendment to the Constitution of the United States authorizing the Congress and the States to prohibit the physical desecration of the flag of the United States.,2/3,26/6/1990,06:58PM,Joint Resolution Defeated,A joint resolution proposing an amendment to the Constitution of the United States authorizing the Congress and the States to prohibit the physical desecration of the flag of the United States.,58,42,
129,1990,129,101,2,Senate,S. 566,On the Motion to Table S.Amdt. 2072: Motion To Table S.Amdt. 2072; To provide for fair and equitable allocation of Community Development Block Grant funds among the States of the Unions.,1/2,27/6/1990,04:24PM,Motion to Table Agreed to,To provide for fair and equitable allocation of Community Development Block Grant funds among the States of the Unions.,63,35,2
130,1990,130,101,2,Senate,S. 566,On the Motion to Table S.Amdt. 2074: Motion To Table S.Amdt. 2074; To provide access to check cashing services and basic banking services.,1/2,27/6/1990,07:12PM,Motion to Table Agreed to,To provide access to check cashing services and basic banking services.,55,43,2
131,1990,131,101,2,Senate,S. 566,On the Amendment S.Amdt. 2076: Boschwitz Amdt. No. 2076; To provide for Housing Opportunity Zones.,1/2,27/6/1990,06:22PM,Amendment Rejected,To provide for Housing Opportunity Zones.,42,54,4
132,1990,132,101,2,Senate,S. 566,"On Passage of the Bill: Passage - S.566; A bill to authorize a new corporation to support State and local stategies for achieving more affordable housing, to increase homeownership, and for other purposes.",1/2,27/6/1990,08:29PM,Bill Passed,"A bill to authorize a new corporation to support State and local stategies for achieving more affordable housing, to increase homeownership, and for other purposes.",96,1,3
133,1990,133,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 2085: Deconcini Amdt. 2085; Providing for the ""Antidrug, Assault Weapons Limitation Act"".",1/2,28/6/1990,04:35PM,Amendment Agreed to,"Providing for the ""Antidrug, Assault Weapons Limitation Act"".",50,48,
134,1990,134,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 2084: Gramm Amdt. No. 2084; To protect the public safety by imposing minimum, mandatory prison sentences for firearm violations, other violent crimes, and drug crimes.",1/2,28/6/1990,05:05PM,Amendment Agreed to,"To protect the public safety by imposing minimum, mandatory prison sentences for firearm violations, other violent crimes, and drug crimes.",87,12,1
135,1990,135,101,2,Senate,S. 1970,On the Amendment S.Amdt. 2090: Gorton Amdt. No. 2090; To amend the Controlled Substances Act with respect to the regulation of precursor chemicals.,1/2,28/6/1990,07:05PM,Amendment Agreed to,To amend the Controlled Substances Act with respect to the regulation of precursor chemicals.,79,20,1
136,1990,136,101,2,Senate,S. 1970,"On the Motion to Table S.Amdt. 2092: Motion To Table S.Amdt. 2092; To make the death penalty procedures inoperable with respect to murders committed by, or against, Indians in any portion of Indian country that elects to make the procedures inoperable.",1/2,28/6/1990,08:08PM,Motion to Table Failed,"To make the death penalty procedures inoperable with respect to murders committed by, or against, Indians in any portion of Indian country that elects to make the procedures inoperable.",37,62,1
137,1990,137,101,2,Senate,S. 1970,On the Motion to Table S.Amdt. 2093: McClure Amdt. No. 2093; To amend the amendment no. 2092.,1/2,28/6/1990,08:47PM,Motion to Table Agreed to,To amend the amendment no. 2092.,51,47,2
138,1990,138,101,2,Senate,S. 1970,On the Amendment S.Amdt. 2096: Hatch Amdt. No. 2096; To limit required studies to instances where constitutional violations have been found or suspected.,1/2,28/6/1990,09:54PM,Amendment Rejected,To limit required studies to instances where constitutional violations have been found or suspected.,44,55,1
139,1990,139,101,2,Senate,S. 1970,On the Amendment S.Amdt. 1841: Specter Amdt. No. 1841; To establish a Police Corps program.,1/2,28/6/1990,10:38PM,Amendment Agreed to,To establish a Police Corps program.,64,35,1
140,1990,140,101,2,Senate,S. 1970,On the Amendment S.Amdt. 2097: D'amato Amdt. No. 2097; To provide for the death penalty for drug kingpins.,1/2,28/6/1990,11:15PM,Amendment Agreed to,To provide for the death penalty for drug kingpins.,66,32,2
141,1990,141,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 2098: Wilson Amdt. No. 2098; To provide additional protections for the civil rights of Americans by authorizing the imposition of the death penalty if death results during the commission of an act in violation of sections 241, 242, 245, and 247 of title 18, United States Code, relating to civil rights.",1/2,28/6/1990,11:29PM,Amendment Rejected,"To provide additional protections for the civil rights of Americans by authorizing the imposition of the death penalty if death results during the commission of an act in violation of sections 241, 242, 245, and 247 of title 18, United States Code, relating to civil rights.",43,55,2
142,1990,142,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 2099: Biden Amdt. No. 2099; To provide for additional FBI agents, to increase funding for the Drug Enforcement Agency and for other purposes.",1/2,28/6/1990,11:42PM,Amendment Agreed to,"To provide for additional FBI agents, to increase funding for the Drug Enforcement Agency and for other purposes.",96,2,2
143,1990,143,101,2,Senate,S. 1970,On the Amendment S.Amdt. 2100: Hatfield Amdt. No. 2100; To provide for imposition of the penalty of life imprisonment without release rather than imposition of the death penalty.,1/2,29/6/1990,12:17AM,Amendment Rejected,To provide for imposition of the penalty of life imprisonment without release rather than imposition of the death penalty.,25,73,2
144,1990,144,101,2,Senate,S. 2104,"On the Motion to Table S.Amdt. 2112: Motion To Table S.Amdt. 2112; To apply the rights and remedies of the Civil Rights Act of 1990, the Americans With Disabilities Act, the Civil Rights Act of 1964, the Age Discrimination in Employment Act of 1976, and the Rehabilitation Act of 1973 to the Senate.",1/2,10/7/1990,07:45PM,Motion to Table Failed,"To apply the rights and remedies of the Civil Rights Act of 1990, the Americans With Disabilities Act, the Civil Rights Act of 1964, the Age Discrimination in Employment Act of 1976, and the Rehabilitation Act of 1973 to the Senate.",18,74,8
145,1990,145,101,2,Senate,S. 2104,On the Motion to Table S.Amdt. 2114: Motion To Table S.Amdt. 2114; To provide a private right of actions in the appropriate Federal District Court for employees of the Congress of the United States.,1/2,10/7/1990,08:36PM,Motion to Table Agreed to,To provide a private right of actions in the appropriate Federal District Court for employees of the Congress of the United States.,63,26,11
146,1990,146,101,2,Senate,S. 1970,"On the Amendment S.Amdt. 2116: Wirth Amdt. No. 2116; To provide for additional resources for the Department of Justice and others to facilitate the investigation and prosecution of criminal, civil, and administrative claims against officers, directors, and others in connection with depository institutions, to establish a Financial Institutions Fraud Unit in the Department of Justice, to provide for taxpayer recovery, and for other purposes.",1/2,11/7/1990,12:31PM,Amendment Agreed to,"To provide for additional resources for the Department of Justice and others to facilitate the investigation and prosecution of criminal, civil, and administrative claims against officers, directors, and others in connection with depository institutions, to establish a Financial Institutions Fraud Unit in the Department of Justice, to provide for taxpayer recovery, and for other purposes.",99,1,
147,1990,147,101,2,Senate,S. 1970,"On Passage of the Bill: S. 1970; A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",1/2,11/7/1990,12:52PM,Bill Passed,"A bill to establish constitutional procedures for the imposition of the sentence of death, and for other purposes.",94,6,
148,1990,148,101,2,Senate,S. 933,"On the Amendment S.Amdt. 2119: Helms Amdt. No. 2119; To include the human immunodeficiency virus (HIV) on the list of infectious diseases that may be transmitted through food supply, and to grant employers the right to reassign food handlers with HIV or AIDS.",1/2,11/7/1990,05:41PM,Amendment Rejected,"To include the human immunodeficiency virus (HIV) on the list of infectious diseases that may be transmitted through food supply, and to grant employers the right to reassign food handlers with HIV or AIDS.",39,61,
149,1990,149,101,2,Senate,S. 933,On the Amendment S.Amdt. 2118: Hatch Amdt. No. 2118; To permit the reassignment of food handlers with infectious and communicable diseases and to grant State and local food handling laws preeminence over Federal laws in this area.,1/2,11/7/1990,06:05PM,Amendment Agreed to,To permit the reassignment of food handlers with infectious and communicable diseases and to grant State and local food handling laws preeminence over Federal laws in this area.,99,1,
150,1990,150,101,2,Senate,H.R. 4328,On the Motion to Table S.Amdt. 2121: Motion to Table S.Amdt. 2121; To exempt athletic footwear from the footwear quota.,1/2,12/7/1990,03:41PM,Motion to Table Agreed to,To exempt athletic footwear from the footwear quota.,68,32,
151,1990,151,101,2,Senate,H.R. 4328,On the Motion to Table S.Amdt. 2123: Motion to Table Amendment No. 2123; To provide the President discretion if he determines the bill violates U.S. international obligations.,1/2,12/7/1990,06:26PM,Motion to Table Agreed to,To provide the President discretion if he determines the bill violates U.S. international obligations.,69,30,1
152,1990,152,101,2,Senate,S. 933,On the Conference Report: S. 933 Conference Report; A bill to establish a clear and comprehensive prohibition of discrimination on the basis of disability.,1/2,13/7/1990,09:34AM,Conference Report Agreed to,A bill to establish a clear and comprehensive prohibition of discrimination on the basis of disability.,91,6,3
153,1990,153,101,2,Senate,H.R. 4328,"On the Motion to Table S.Amdt. 2124: Motion to Table Amendment No. 2124; To express strong support for the purposes and progress of the negotiations at the Uruguay Round of the General Agreement on Tariffs and Trade, and to recognize the undesirability of trade legislation that would jeopardize the progress and successful conclusion of the Uruguay Round.",1/2,13/7/1990,11:46AM,Motion to Table Agreed to,"To express strong support for the purposes and progress of the negotiations at the Uruguay Round of the General Agreement on Tariffs and Trade, and to recognize the undesirability of trade legislation that would jeopardize the progress and successful conclusion of the Uruguay Round.",69,29,2
154,1990,154,101,2,Senate,H.R. 4328,On the Motion to Table S.Amdt. 2125: Motion to Table Amendment No. 2125; To protect low-income and middle-income Americans from a decline in living standards caused by the provisions of the bill.,1/2,13/7/1990,02:08PM,Motion to Table Agreed to,To protect low-income and middle-income Americans from a decline in living standards caused by the provisions of the bill.,69,24,7
155,1990,155,101,2,Senate,H.R. 4328,On the Motion to Table S.Amdt. 2204: Motion to Table Amendment No. 2204; To provide for disclosure to the public of the costs of protectionism.,1/2,17/7/1990,12:02PM,Motion to Table Agreed to,To provide for disclosure to the public of the costs of protectionism.,70,29,1
156,1990,156,101,2,Senate,H.R. 4328,On the Motion to Table S.Amdt. 2211: Gorton Amendment No. 2211; To modify agricultural provisions by exempting quota bonus from the 1% global limit and grants quota bonus of 50% for each dollar of agricultural imports from the U.S.,1/2,17/7/1990,12:23PM,Motion to Table Agreed to,To modify agricultural provisions by exempting quota bonus from the 1% global limit and grants quota bonus of 50% for each dollar of agricultural imports from the U.S.,65,35,
157,1990,157,101,2,Senate,H.R. 4328,"On Passage of the Bill: H.R. 4328; An Act to provide for orderly imports of textiles, apparel, and footwear.",1/2,17/7/1990,02:17PM,Bill Passed,"An Act to provide for orderly imports of textiles, apparel, and footwear.",68,32,
158,1990,158,101,2,Senate,S. 2104,On the Cloture Motion S.Amdt. 2110: Motion to Invoke Cloture ; To provide for a substitute amendment.,3/5,17/7/1990,02:36PM,Cloture Motion Agreed to,To provide for a substitute amendment.,62,38,
159,1990,159,101,2,Senate,S. 2104,On the Amendment S.Amdt. 2270: Kennedy Amendment No. 2270; To prohibit the denial to any person of the due process of law required by the United States Constitution.,1/2,17/7/1990,04:47PM,Amendment Agreed to,To prohibit the denial to any person of the due process of law required by the United States Constitution.,60,40,
160,1990,160,101,2,Senate,S. 2104,On the Amendment S.Amdt. 2275: Kennedy Amendment No. 2275; In the nature of a substitute.,1/2,18/7/1990,09:26PM,Amendment Agreed to,In the nature of a substitute.,65,34,1
161,1990,161,101,2,Senate,S. 2104,"On Passage of the Bill: S. 2104; A bill to amend the Civil Rights Act of 1964 to restore and strengthen civil rights laws that ban discrimination in employment, and for other purposes.",1/2,18/7/1990,09:47PM,Bill Passed,"A bill to amend the Civil Rights Act of 1964 to restore and strengthen civil rights laws that ban discrimination in employment, and for other purposes.",65,34,1
162,1990,162,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2305: Motion to Table Reid Amendment No. 2305; Expressing the sense of the Senate regarding Federal nutrition programs.,1/2,19/7/1990,05:47PM,Motion to Table Agreed to,Expressing the sense of the Senate regarding Federal nutrition programs.,66,30,4
163,1990,163,101,2,Senate,S. 2830,"On the Amendment: Amdt. No. 2315; An original bill to extend and revise agricultural price support and related programs, to provide for agricultural export, resource conservation, farm credit, and agricultural research and related programs, to ensure consumers an abundance of food and fiber at reasonable prices, and for other purposes.",1/2,20/7/1990,11:20AM,Amendment Rejected,"An original bill to extend and revise agricultural price support and related programs, to provide for agricultural export, resource conservation, farm credit, and agricultural research and related programs, to ensure consumers an abundance of food and fiber at reasonable prices, and for other purposes.",37,50,13
164,1990,164,101,2,Senate,S. 2830,On the Amendment S.Amdt. 2333: Grassley Amendment No. 2333; To provide for the establishment of a Sustainable Agricultural Research and Education Program.,1/2,23/7/1990,07:41PM,Amendment Rejected,To provide for the establishment of a Sustainable Agricultural Research and Education Program.,32,60,8
165,1990,165,101,2,Senate,S. 2830,"On the Motion to Table S.Amdt. 2331: Motion to Table Amendment No. 2331  ; To provide for the modernization of testing of consumer products containing hazardous or toxic substances, and to ban Federal agencies from accepting the results of the LD-50 laboratory test.",1/2,23/7/1990,08:01PM,Motion to Table Agreed to,"To provide for the modernization of testing of consumer products containing hazardous or toxic substances, and to ban Federal agencies from accepting the results of the LD-50 laboratory test.",62,29,9
166,1990,166,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2314: Motion to Table Bradley  Amendment No. 2314; To provide a substitute amendment for the sugar title.,1/2,24/7/1990,10:31AM,Motion to Table Agreed to,To provide a substitute amendment for the sugar title.,54,44,2
167,1990,167,101,2,Senate,S. 2830,On the Amendment S.Amdt. 2336: Boschwitz Amendment No. 2336; To modify the loan and purchase authority for wheat and feed grains.,1/2,24/7/1990,12:29PM,Amendment Rejected,To modify the loan and purchase authority for wheat and feed grains.,32,65,3
168,1990,168,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2337: Motion to Table Amendment No. 2337; To modify the honey price support subtitle.,1/2,24/7/1990,03:57PM,Motion to Table Failed,To modify the honey price support subtitle.,46,52,2
